ID,SMILES,IC50(nM)
BDBM50035089,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3Cc3c(C)noc3C3CC3)c2n1,3.0
BDBM50035091,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3Cc3c(C4CC4)noc3C3CC3)c2n1,31.5
BDBM50035034,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(O)=NCCc4ccccc4)cc3CSC(C)(C)C)c2n1,4.0
BDBM50035093,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cc3c(C)noc3Cc3ccccc3)c2n1,3.0
BDBM50035092,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cc3c(C4CC4)noc3C3CC3)c2n1,8.0
BDBM50035070,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cc3cncnc3)c2n1,1400.0
BDBM50035071,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cc3cncnc3C(C)C)c2n1,170.0
BDBM50035076,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cn3c(C)nnc3C3CC3)c2n1,30.0
BDBM50035080,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cn3c(C)nnc3CCc3ccccc3)c2n1,7.0
BDBM50035079,Cc1ccc2c(CC(=O)O)cn(-c3ccc(Cl)cc3Cn3c(C)nnc3Cc3ccccc3)c2n1,6.5
BDBM50035037,Cc1ccc2c(CC(=O)O)cn(-c3ccc(F)cc3Cc3c(C)cnn3C)c2n1,8.0
BDBM50035038,Cc1ccc2c(CC(=O)O)cn(-c3ccc(F)cc3Cc3c(C)noc3C)c2n1,2.0
BDBM50035088,Cc1ccc2c(CC(=O)O)cn(-c3ccc(F)cc3Cc3c(C)noc3C3CC3)c2n1,1.5
BDBM50035067,Cc1ccc2c(CC(=O)O)cn(-c3ccccc3Cn3ccnc3)c2n1,580.0
BDBM50035040,Cc1ccc2c(CC(=O)O)cn(-c3ccccc3Cn3ccnn3)c2n1,1800.0
BDBM50188314,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,18.0
BDBM50006922,Cc1ccc2c(c1)c(-c1ccc(=O)n(CC(F)(F)F)c1)c(C)n2CC(=O)O,1120.0
BDBM50401136,Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,34.0
BDBM50188308,Cc1ccc2c(c1)c(-c1ccnc3c(C#N)cccc13)c(C)n2CC(=O)O,18.0
BDBM50188305,Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O,6.0
BDBM50188301,Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,2.6
BDBM50188311,Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,2.3
BDBM50188309,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,7.1
BDBM50188310,Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O,23.0
BDBM50188300,Cc1ccc2c(c1)c(-c1ccnc3cc(C(F)(F)F)ccc13)c(C)n2CC(=O)O,5.4
BDBM50188307,Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,8.0
BDBM50188306,Cc1ccc2c(c1)c(-c1ccnc3ccc(C(F)(F)F)cc13)c(C)n2CC(=O)O,68.0
BDBM50188313,Cc1ccc2c(c1)c(-c1ccnc3ccccc13)c(C)n2CC(=O)O,21.0
BDBM50435086,Cc1ccc2c(c1)c(/C=C(\C#N)C(=O)N(C)c1ccccc1)cn2CC(=O)O,7.0
BDBM466809,Cc1ccc2c(c1)c(C1=CS(=O)(=O)c3cc(C(F)(F)F)ccc31)c(C)n2CC(=O)O,550.0
BDBM466805,Cc1ccc2c(c1)c(C1=CS(=O)(=O)c3ccc(C(F)(F)F)cc31)c(C)n2CC(=O)O,550.0
BDBM173211,Cc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2nc3cc(F)ccc3o2)CC1,42.0
BDBM173210,Cc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2ncc(F)cn2)CC1,417.0
BDBM466828,Cc1ccc2c(c1)c(Cc1ccc3c(c1)CCS3(=O)=O)c(C)n2CC(=O)O,550.0
BDBM50357139,Cc1ccc2c(c1)c(S(=O)(=O)c1c(Cl)cccc1Cl)c(C)n2CC(=O)O,126.0
BDBM50357132,Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,26.0
BDBM50357138,Cc1ccc2c(c1)c(S(=O)(=O)c1cccc(Cl)c1)c(C)n2CC(=O)O,79.0
BDBM50357137,Cc1ccc2c(c1)c(S(=O)(=O)c1ccccc1Cl)c(C)n2CC(=O)O,178.0
BDBM50357131,Cc1ccc2c(c1)c(S(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,1000.0
BDBM50357103,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,51.0
BDBM50357105,Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O,1.4
BDBM50357128,Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,3.0
BDBM50357119,Cc1ccc2c(c1)c(Sc1ccccc1)c(C)n2CC(=O)O,22.5
BDBM50357129,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O,2.6
BDBM120061,Cc1ccc2c(c1)c1c(n2CC(=O)O)CCC(N(C)c2ncc(Cl)cn2)C1,5.5
BDBM50434991,Cc1ccc2c(c1)c1c(n2CC(=O)O)CCN(C(=O)c2cccc3ccccc23)C1,125.0
BDBM50434984,Cc1ccc2c(c1)c1c(n2CC(=O)O)CCN(C(=O)c2ccccc2)C1,11.0
BDBM50035081,Cc1ccc2c(n1)c(-c1ccc(C(F)(F)F)cc1Cc1c(C)noc1C)cn2CC(=O)O,5.0
BDBM50357147,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,56.0
BDBM50435002,Cc1ccc2c3c(n(CC(=O)O)c2c1)CCN(C(=O)c1ccccc1)C3,1590.0
BDBM205825,Cc1cccc(C(C)CC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC(C)C)c3C2)n1,3.2
BDBM205834,Cc1cccc(C(C)CC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OCC(F)(F)F)c3C2)n1,6.6
BDBM50444804,Cc1cccc(C)c1S(=O)(=O)c1ccccc1Cc1c(-c2ccccc2)nn(CC(=O)O)c1C,70.0
BDBM205826,Cc1cccc(CCC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC(C)C)c3C2)n1,1.7
BDBM205835,Cc1cccc(CCC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OCC(F)(F)F)c3C2)n1,12.6
BDBM189200|BDBM189229,Cc1cccc(COC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)c1C,3.65
BDBM50387227,Cc1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,105.0
BDBM50333855,Cc1cccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)c1,13.0
BDBM50435084,Cc1cccc2c(/C=C(\C#N)C(=O)N(C)c3ccccc3)cn(CC(=O)O)c12,140.0
BDBM50435087,Cc1cccc2c1c(/C=C(\C#N)C(=O)N(C)c1ccccc1)cn2CC(=O)O,10.0
BDBM50434998,Cc1cccc2c3c(n(CC(=O)O)c12)CCN(C(=O)c1ccccc1)C3,107.0
BDBM189153,Cc1ccccc1C1CC1C(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,6.5
BDBM189157,Cc1ccccc1CCC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,25.6
BDBM50387226,Cc1ccccc1CSc1nc2ccccc2n1CC(=O)O,810.0
BDBM50333853,Cc1ccccc1S(=O)(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,27.0
BDBM155044,Cc1ccccc1S(=O)(=O)Nc1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,8.3
BDBM154982,Cc1ccccc1S(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(F)cc23)cc1,1.5999999999999999
BDBM50444805,Cc1ccccc1S(=O)(=O)c1ccccc1Cc1c(-c2ccccc2)nn(CC(=O)O)c1C,220.0
BDBM50035085,Cc1ccn2c(CC(=O)O)cc(-c3ccc(C(F)(F)F)cc3Cc3c(C)noc3C3CC3)c2n1,15.5
BDBM120024,Cc1ccnc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)n1,107.0
BDBM111604,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)C2)c2cc(Cl)ccc12,4.9
BDBM111600,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)C2)c2ccc(Cl)cc12,1.8
BDBM111602,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2cc(Cl)ccc12,2.0
BDBM111598,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2ccc(Cl)cc12,4.1
BDBM111606,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2ccc(F)cc12,2.2
BDBM111597,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2ccccc12,4.7
BDBM173235,Cc1cnc(N(C)C2CCc3c(CC(=O)O)c4ccc(Cl)cc4n3C2)nc1,2.0
BDBM50035073,Cc1cnn(C)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,64.0
BDBM120052,Cc1csc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)n1,9.7
BDBM50338161,Cc1csc2c1c(CC(=O)O)c(C)n2Cc1ccc(S(C)(=O)=O)cc1,1500.0
BDBM50338160,Cc1csc2c1c(CC(=O)O)c(C)n2S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,1300.0
BDBM50309299,Cc1nc(-c2ccc(Cl)cc2)c(CC(=O)O)s1,23250.0
BDBM173239,Cc1nc(N(C)C2CCc3c(CC(=O)O)c4ccc(Cl)cc4n3C2)c2ccccc2n1,71.0
BDBM120030,Cc1nc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)c2ccccc2n1,55.0
BDBM189138|BDBM189139,Cc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)C1CC1c1ccccc1)CC2,285.75
BDBM189143|BDBM189146|BDBM189147,Cc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,6.2
BDBM50434457,Cc1nn(-c2cccc(N=C(O)[C@H]3C[C@@H]3c3ccccc3)c2)c(C)c1CC(=O)O,1165.0
BDBM50444787,Cc1nn(CC(=O)O)c(C)c1Cc1ccccc1S(=O)(=O)c1ccccc1,1600.0
BDBM50434458,Cc1nn(Cc2ccc(S(C)(=O)=O)cc2)c(C)c1CC(=O)O,5000.0
BDBM50434453,Cc1nn(Cc2ccccc2S(=O)(=O)c2ccccc2)c(C)c1CC(=O)O,890.5
BDBM50035077,Cc1nnc(C2CC2)n1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,4.0
BDBM50035078,Cc1nnc(C2CC2)n1Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(F)cc21,8.0
BDBM120056,Cc1nnc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)s1,127.0
BDBM50035153,Cc1noc(C)c1-c1cccc(-c2c(C)n(CC(=O)O)c3ccc(F)cc23)c1,6.0
BDBM189170,Cc1noc(C)c1CCC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,945.0
BDBM50035082,Cc1noc(C)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,20.0
BDBM50333863,Cc1noc(C)c1S(=O)(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,250.0
BDBM50035087,Cc1noc(C2CC2)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(C(F)(F)F)nc12,38.5
BDBM50035083,Cc1noc(C2CC2)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,37.0
BDBM50035090,Cc1noc(C2CC2)c1Cc1cc(Cl)ccc1-n1cc(CC(=O)O)c2ccc(Cc3ccccc3)nc21,7.0
BDBM50035084,Cc1noc(C2CC2)c1Cc1cc(F)ccc1-c1cn(CC(=O)O)c2ccc(C(F)(F)F)cc12,26.5
BDBM50357118,Cn1c(CC(=O)O)c(Sc2ccccc2)c2ccccc21,794.0
BDBM50309313,Cn1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cn1,2400.0
BDBM189156,Cn1cc(CCC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)c2ccccc21,15.7
BDBM50435098,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N(CCc1ccccc1)c1ccccc1,10.0
BDBM50435099,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N(Cc1ccccc1)c1ccccc1,30.0
BDBM50435100,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N(c1ccccc1)C1CCCCC1,30.0
BDBM50435080,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N1CCCc2ccccc21,34.0
BDBM50435097,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N1CCc2ccccc21,60.0
BDBM50435096,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N1Cc2ccccc2Cc2ccccc21,7.0
BDBM50435109,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(O)=Nc1cccc(Br)c1,550.0
BDBM50435108,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(O)=Nc1ccccc1,430.0
BDBM50435107,N#C/C(=C\c1cn(CCC(=O)O)c2ccccc12)C(O)=Nc1ccccc1,5900.0
BDBM50435106,N#C/C(=C\c1cn(CCCC(=O)O)c2ccccc12)C(O)=Nc1ccccc1,2600.0
BDBM50309305,N#Cc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccc1F,288.5
BDBM50345004,N#Cc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,126.0
BDBM50309407,N#Cc1ccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,180.0
BDBM50309303,N#Cc1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc1,825.0
BDBM50444217,N#Cc1ccc(C(O)=Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,7.8
BDBM50344996,N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,0.2
BDBM50312913,N#Cc1ccc(N(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,42.23
BDBM50345012,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,303.0
BDBM189234,N#Cc1ccc(OCC(=O)O)c(C2c3scnc3CCN2C(=O)OCc2ccccc2)c1,3.4
BDBM50344994,N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,5.85
BDBM50309406,N#Cc1cccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)c1,340.0
BDBM50309304,N#Cc1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,120.0
BDBM50302807,N=C(O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,47.0
BDBM189145,N=c1[nH]c2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,2.2
BDBM50309323,N=c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc[nH]1,34.4
BDBM50309330,N=c1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c[nH]1,300.0
BDBM50309306,NS(=O)(=O)c1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc1,1500.0
BDBM50309307,NS(=O)(=O)c1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,425.0
BDBM50309324,Nc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc(F)n1,810.0
BDBM50345010,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,8912.0
BDBM50302814,Nc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,130.0
BDBM50458665,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)OCc2ccccc2)C2CCC21,210.0
BDBM50458666,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)OCc2ccccc2)C2CCCC21,120.0
BDBM50458695,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)OCc2ccccc2)C2CCCCC21,175.0
BDBM50458668,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)c2ccccc2)C2CCCC21,41.0
BDBM50458672,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2cc(F)c(Cl)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,12.0
BDBM50458663,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2cc(F)ccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,7.9
BDBM50458690,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2cc(F)ccc2N(C(=O)c2ccc(SC(F)(F)F)cc2)[C@H]2CCC[C@H]21,7.2
BDBM50458670,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccc(Cl)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,84.5
BDBM50458667,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccc(F)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,4.0
BDBM50458671,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2ccc(F)cc2)[C@H]2CC[C@H]21,12.0
BDBM50458681,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CC[C@H]21,7.0
BDBM50458659,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2cccc(F)c2)[C@H]2CC[C@H]21,11.65
BDBM50458669,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2cccc(OC(F)(F)F)c2)[C@H]2CC[C@H]21,30.5
BDBM50458661,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(c2nnc(-c3ccccc3)o2)[C@H]2CCC[C@H]21,2890.0
BDBM50449260,O=C(O)CCCCc1nc2cc(C3=NOC(CO)(c4ccccc4)C3)ccc2c(=O)n1-c1ccc(F)cc1,59.0
BDBM50449262,O=C(O)CCCCc1nc2cc(C3=NOC(c4ccccc4)(c4ccccc4)C3)ccc2c(=O)n1-c1ccc(F)cc1,34.0
BDBM205705,O=C(O)CCCOc1ccc(F)cc1-c1cccc2c1CN(C(=O)OCc1ccccc1)CC2,289.0
BDBM50362164,O=C(O)CCCOc1cccc(CCCn2cc(C(c3ccccc3)c3ccccc3)ccc2=O)c1,11.0
BDBM50362165,O=C(O)CCCOc1cccc(CCCn2nc(C(c3ccccc3)c3ccccc3)ccc2=O)c1,13.0
BDBM50312919,O=C(O)CCc1cnc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1cccc(F)c1,2070.0
BDBM50312916,O=C(O)CCc1sc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1cccc(F)c1,38.0
BDBM50161746,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,195.0
BDBM21611,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2)c2cc(Cl)ccc21,931.0
BDBM50385620,O=C(O)CN1C(=O)[C@@]2(N=C(O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,38.2
BDBM50162894,O=C(O)CN1c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2C2CCCCCC21,22.0
BDBM50154776,O=C(O)CN1c2cccnc2N(Cc2ccccc2S(=O)(=O)c2ccccc2)S1(=O)=O,1600.0
BDBM50458652,O=C(O)COC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2ccc(F)cc2)[C@H]2CC[C@H]21,2.0
BDBM50458673,O=C(O)COC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CC[C@H]21,1.4
BDBM50458677,O=C(O)COC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2cccc(F)c2)[C@H]2CC[C@H]21,1.1
BDBM205675,O=C(O)COc1cc(Cl)cc(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1,86.2
BDBM50200267,O=C(O)COc1ccc(-c2cc(F)cc(F)c2)cc1C(=O)c1cnn(-c2ccccc2)c1,80.0
BDBM50200259,O=C(O)COc1ccc(-c2ccc(Cl)cc2)cc1C(=O)c1cnn(-c2ccccc2)c1,242.5
BDBM205703,O=C(O)COc1ccc(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)cc1,209.0
BDBM50200255,O=C(O)COc1ccc(-c2ccccc2)cc1C(=O)c1cnn(-c2ccccc2)c1,263.5
BDBM50345013,O=C(O)COc1ccc(-c2nccs2)cc1-c1ccccc1,1139.5
BDBM50345014,O=C(O)COc1ccc(Br)cc1-c1ccccc1,237.0
BDBM50200254,O=C(O)COc1ccc(Br)cc1C(=O)c1ccccc1,245.0
BDBM50200249,O=C(O)COc1ccc(Br)cc1C(=O)c1ccno1,1520.5
BDBM50200260,O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccc(Br)cc2)c1,7.2
BDBM50200266,O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccc(Cl)cc2)c1,9.25
BDBM50200262,O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2cccc(Br)c2)c1,17.2
BDBM50200271,O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2)c1,12.75
BDBM50200265,O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2Br)c1,6.95
BDBM50200276,O=C(O)COc1ccc(Br)cc1CN=Nc1cccc2cccnc12,348.5
BDBM50200272,O=C(O)COc1ccc(Br)cc1CN=Nc1ccccn1,1872.5
BDBM50200264,O=C(O)COc1ccc(Br)cc1CN=Nc1nncc(-c2ccccc2)n1,1649.5
BDBM50200250,O=C(O)COc1ccc(Br)cc1CO,3878.0
BDBM50345006,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1,50.0
BDBM50344990,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc2c(c1)CCS2(=O)=O,126.0
BDBM50345016,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1,45.0
BDBM50345001,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1,2.0
BDBM50339772,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,316.0
BDBM50339762,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,267.5
BDBM205711,O=C(O)COc1ccc(Cl)c(-c2ccc(C(F)(F)F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1,208.0
BDBM205709,O=C(O)COc1ccc(Cl)c(-c2ccc(Cl)c3c2CN(C(=O)OCc2ccccc2)CC3)c1,17.5
BDBM205707,O=C(O)COc1ccc(Cl)c(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1,13.6
BDBM205712,O=C(O)COc1ccc(Cl)c(-c2cccc3c2CN(C(=O)OCc2ccccc2)CC3)c1,123.0
BDBM205676,O=C(O)COc1ccc(Cl)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,430.0
BDBM50345017,O=C(O)COc1ccc(Cl)cc1-c1ccccc1,251.0
BDBM50356656,O=C(O)COc1ccc(Cl)cc1C#Cc1ccc(CO)cc1F,680.0
BDBM50356713,O=C(O)COc1ccc(Cl)cc1C#Cc1ccc2c(c1)S(=O)(=O)c1ccccc1-2,4300.0
BDBM50356646,O=C(O)COc1ccc(Cl)cc1C#Cc1cccc(Cl)c1,114.0
BDBM50356662,O=C(O)COc1ccc(Cl)cc1C#Cc1cccc(S(=O)(=O)CCO)c1,990.0
BDBM50356645,O=C(O)COc1ccc(Cl)cc1C#Cc1ccccc1Cl,123.0
BDBM50200270,O=C(O)COc1ccc(Cl)cc1C(=O)c1cnn(-c2ccccc2)c1,100.0
BDBM50213919,O=C(O)COc1ccc(Cl)cc1C1CCCCCC1,198.0
BDBM189240,O=C(O)COc1ccc(Cl)cc1C1c2sc(-c3ccccc3)nc2CCN1C(=O)OCc1ccccc1,30.9
BDBM189148,O=C(O)COc1ccc(Cl)cc1C1c2sc(Br)nc2CCN1C(=O)OCc1ccccc1,3.0
BDBM189140,O=C(O)COc1ccc(Cl)cc1C1c2sc(C(F)(F)F)nc2CCN1C(=O)OCc1ccccc1,6.5
BDBM189142,O=C(O)COc1ccc(Cl)cc1C1c2sc(C3CC3)nc2CCN1C(=O)OCc1ccccc1,65.7
BDBM189243,O=C(O)COc1ccc(Cl)cc1C1c2sc(N=C(O)C3CC3)nc2CCN1C(=O)OCc1ccccc1,491.0
BDBM189171,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1CC1,472.0
BDBM189136|BDBM189137,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1CC1c1ccc(F)cc1,233.5
BDBM189135,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1CC1c1cccc(F)c1,2.8
BDBM189150|BDBM189249|BDBM189250,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1CC1c1ccccc1,3.9
BDBM189151,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1CC1c1ccccc1C(F)(F)F,6.5
BDBM189152,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1CC1c1ccccc1Cl,7.3
BDBM189164,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C1Cc2ccccc2C1,733.0
BDBM189183,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C=Cc1ccc(F)cc1,21.7
BDBM189185,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)C=Cc1ccc(F)cc1F,3.5
